IRI,label,displayOrder,variable,dataFile,definition,category,parentLabel,parentIRI,codebookDescription,codebookValues,termType
http://purl.obolibrary.org/obo/EUPATH_0033126,Antibiotic administered before nasopharyngeal/oropharyngeal swab collection,6,_prabxnp_3,_clin_rev_de,"Antibiotics prior to nasopharyngeal/oropharyngeal specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,Prior antibiotic use: NP/OP,,variable
http://purl.obolibrary.org/obo/EUPATH_0033127,Antibiotic administered before nasopharyngeal/oropharyngeal swab collection (reported),7,_abxbefnp,_clin_rev_de,Antibiotic received at study hospital before NP/OP collected (reported),Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,Antibiotic received at study hospital before NP/OP collected (reported),0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033214,Nasopharyngeal swabs in STGG,1,cbunpsst,_clin_rev_de,Nasopharyngeal swabs (NPS) collected in skim milk-tryptone-glucose-glycerol (STGG),Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NPS-STGG collected,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033215,Nasopharyngeal swabs in VTM,2,cbunpsvt,_clin_rev_de,Nasopharyngeal swabs (NPS) collected in viral transport media (VTM),Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NPS-VTM collected,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033216,Nasopharyngeal swabs in VTM collection date,4,cbunvdt,_clin_rev_de,,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NPS-VTM date,,variable
http://purl.obolibrary.org/obo/EUPATH_0033217,Nasopharyngeal swabs in VTM collection time,5,cbunvtm,_clin_rev_de,,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NPS-VTM time,,variable
http://purl.obolibrary.org/obo/EUPATH_0033219,Nasopharyngeal/oropharyngeal PCR reported,11,_avail_nppcr,_lab_rev_de,,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NP PCR results reported,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033218,Nasopharyngeal/oropharyngeal culture reported,10,_avail_npcx,_lab_rev_de,,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,NP culture results reported,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033241,Oropharyngeal swabs,3,cbuops,_clin_rev_de,,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,OPS collected,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033242,Time between nasopharyngeal/oropharyngeal swab collection and antibiotic administration (min),9,_abxmins_np,_clin_rev_de,Time between nasopharyngeal/oropharyngeal specimen collection and antibiotic administration,Sample,Nasopharyngeal/oropharyngeal swab collection process,http://purl.obolibrary.org/obo/EUPATH_0032042,Number of minutes between NP specimen collection and antibiotic administration,,variable
http://purl.obolibrary.org/obo/EUPATH_0033133,"Any noncolonizer pathogen, by FTD Resp-33",3,_anypath_noncolon_nppcr,_lab_rev_de,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,Any noncolonizer pathogen NP PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0033134,"Any noncontaminant pathogen, by FTD Resp-33",2,_anypath_noncontam_nppcr,_lab_rev_de,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,Any noncontaminant pathogen NP PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0033138,"Any pathogen, by FTD Resp-33",1,_anypath_all_nppcr,_lab_rev_de,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,Any pathogen NP PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032026,Bacteria in nasopharyngeal/oropharyngeal swabs,4,,,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032027,Eukaryota in nasopharyngeal/oropharyngeal swabs,5,,,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032030,Raw test result for nasopharyngeal/oropharyngeal swabs,7,,,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,category
http://purl.obolibrary.org/obo/EUPATH_0032029,Test result summary for nasopharyngeal/oropharyngeal swabs,8,,,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,category
http://purl.obolibrary.org/obo/EUPATH_0032028,Virus in nasopharyngeal/oropharyngeal swabs,6,,,,Sample,Nasopharyngeal/oropharyngeal swabs microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032025,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032215,"Neisseria meningitidis, by culture",,_nmen_bcx,_lab_rev_de,,Sample,Neisseria in blood,http://purl.obolibrary.org/obo/EUPATH_0033301,Neisseria Meningitidis blood culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032349,"Neisseria meningitidis, by bacteriology",,_nmen_iscxg,_lab_rev_de,,Sample,Neisseria in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032164,Neisseria meningitidis induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032350,"Neisseria meningitidis, by culture",,_nmen_iscx,_lab_rev_de,,Sample,Neisseria in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032164,Neisseria Meningitidis induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032619,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,rsv_ispcr,_lab_rev_de,,Sample,Orthopneumovirus in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0033286,RSV A/B induced sputum PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032725,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,rsv_lapcr,_lab_rev_de,,Sample,Orthopneumovirus in lung aspirate,http://purl.obolibrary.org/obo/EUPATH_0033364,RSV A/B lung aspirate PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032817,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,rsv_nppcr,_lab_rev_de,,Sample,Orthopneumovirus in nasopharyngeal/oropharyngeal swabs,http://purl.obolibrary.org/obo/EUPATH_0033326,RSV A/B NP PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0033082,"Human respiratory syncytial viruses A/B, by FTD Resp-33",,rsv_pfpcr,_lab_rev_de,,Sample,Orthopneumovirus in pleural fluid,http://purl.obolibrary.org/obo/EUPATH_0033352,RSV A/B pleural fluid PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0033244,"Plasmodium, by multiple methods",,_lrcmalrs,_clin_rev_de,By RDT or microscopy,Sample,Plasmodium in blood,http://purl.obolibrary.org/obo/EUPATH_0033308,Malaria test result,,value
http://purl.obolibrary.org/obo/EUPATH_0033128,Antibiotic administered before pleural fluid collection,3,_prabxpf_3,_clin_rev_de,"Antibiotics prior to pleural fluid specimen collection based on presence of antibiotics by serum, antibiotics at the referral hospital, clinician report of antibiotics prior to specimen collection, or antibiotics prior to specimen collection based on time of specimen collection and time of antibiotic administration",Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Prior antibiotic use: Pleural fluid,"1=Prior antibiotics 2=No prior antibiotics, documented 3=No evidence of prior antibiotics",variable
http://purl.obolibrary.org/obo/EUPATH_0033129,Antibiotic administered before pleural fluid collection (calculated),4,_abxbefpf_time,_clin_rev_de,Antibiotics administered prior to pleural fluid specimen collection based on time of specimen collection and antibiotic administration,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Antibiotics administered prior to pleural fluid specimen collection,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033141,BinaxNOW results reported,8,_avail_pfbinax,_lab_rev_de,,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,BinaxNow pneumococcal antigen testing results reported,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033248,Pleural fluid PCR reported,7,_avail_pfpcr,_lab_rev_de,,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Pleural fluid PCR results reported,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033245,Pleural fluid collection date,1,spfpfdt,_clin_rev_de,,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Pleural fluid col date,,variable
http://purl.obolibrary.org/obo/EUPATH_0033246,Pleural fluid collection time,2,spfpftm,_clin_rev_de,,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Pleural fluid col time,,variable
http://purl.obolibrary.org/obo/EUPATH_0033247,Pleural fluid culture reported,6,_avail_pfcx,_lab_rev_de,,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Pleural fluid culture results reported,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033249,Time between pleural fluid collection and antibiotic administration (min),5,_abxmins_pf,_clin_rev_de,Time between pleural fluid specimen collection and antibiotic administration,Sample,Pleural fluid collection process,http://purl.obolibrary.org/obo/EUPATH_0032047,Number of minutes between PF specimen collection and antibiotic administration,,variable
http://purl.obolibrary.org/obo/EUPATH_0033137,"Any pathogen except Legionella or K. pneumoniae, by FTD Resp-33",1,_anypath_pfpcr,_lab_rev_de,,Sample,Pleural fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032009,Any pathogen detected by pleural fluid PCR (excludes legionella and K. pneumoniae),0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032010,Bacteria in pleural fluid,2,,,,Sample,Pleural fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032009,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032011,Eukaryota in pleural fluid,3,,,,Sample,Pleural fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032009,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0032013,Raw test result for pleural fluid,5,,,,Sample,Pleural fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032009,,,category
http://purl.obolibrary.org/obo/EUPATH_0032012,Virus in pleural fluid,4,,,,Sample,Pleural fluid microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032009,,,multifilter
http://purl.obolibrary.org/obo/EUPATH_0033101,Pleural sample type,,lrfsptyp,_lab_rev_de,"Used for variables under ""Pleural fluid tests"" and gram stain tests",Sample,Pleural fluid test,http://purl.obolibrary.org/obo/EUPATH_0033367,Pleural specimen type,"1 - Pleural fluid, 2 - Lung aspirate",variable
http://purl.obolibrary.org/obo/EUPATH_0033097,Aerobic plate growth at 96h,2,lrf96hou,_lab_rev_de,,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,96 hour observation of aerobic plate,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033098,Anaerobic plate growth at 48h,3,lrf48hou,_lab_rev_de,,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,48 hour observation of anaerobic plate,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033099,Broth growth,1,lrfbrpos,_lab_rev_de,,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,Broth positive,"0 - No, 1 - Yes",variable
http://purl.obolibrary.org/obo/EUPATH_0033100,Gram stain date,6,lrfgstdt,_lab_rev_de,,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,Gram stain date,,variable
http://purl.obolibrary.org/obo/EUPATH_0033250,"Organism 2, by culture",5,lrf02org,_lab_rev_de,Organism code does not reflect confirmatory testing or clinical review.,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,Organism 2 code,,variable
http://purl.obolibrary.org/obo/EUPATH_0033251,"Organism, by culture",4,lrf01org,_lab_rev_de,Organism code does not reflect confirmatory testing or clinical review.,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,Organism 1 code,,variable
http://purl.obolibrary.org/obo/EUPATH_0032038,Raw test result for pleural fluid/lung aspirate,7,,,,Sample,Pleural fluid/lung aspirate microbiology test,http://purl.obolibrary.org/obo/EUPATH_0032037,,,category
http://purl.obolibrary.org/obo/EUPATH_0032484,"Pneumocystis jiroveci, by FTD Resp-33",,pcp_ispcr,_lab_rev_de,,Sample,Pneumocystis in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0033282,PCP induced sputum PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032657,"Pneumocystis jiroveci, by FTD Resp-33",,pcp_lapcr,_lab_rev_de,,Sample,Pneumocystis in lung aspirate,http://purl.obolibrary.org/obo/EUPATH_0033315,PCP lung aspirate PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032749,"Pneumocystis jiroveci, by FTD Resp-33",,pcp_nppcr,_lab_rev_de,,Sample,Pneumocystis in nasopharyngeal/oropharyngeal swabs,http://purl.obolibrary.org/obo/EUPATH_0033336,PCP NP PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032982,"Pneumocystis jiroveci, by normalized PCR",,_pcp_thr_nppcr,_lab_rev_de,PCP density (NP) above 4.0 log units (10.0) copies/ml,Sample,Pneumocystis in nasopharyngeal/oropharyngeal swabs,http://purl.obolibrary.org/obo/EUPATH_0033336,PCP density (NP) above 4.0 log units (10.0) copies/ml,0 = No 1 = Yes,variable
http://purl.obolibrary.org/obo/EUPATH_0033013,"Pneumocystis jiroveci, by FTD Resp-33",,pcp_pfpcr,_lab_rev_de,,Sample,Pneumocystis in pleural fluid,http://purl.obolibrary.org/obo/EUPATH_0033345,PCP pleural fluid PCR positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032351,"Proteus mirabilis, by bacteriology",,_prmi_iscxg,_lab_rev_de,,Sample,Proteus in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032165,Proteus mirabilis induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032352,"Proteus mirabilis, by culture",,_prmi_iscx,_lab_rev_de,,Sample,Proteus in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032165,Proteus Mirabilis induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032218,"Pseudomonas aeruginosa, by culture",,_paer_bcx,_lab_rev_de,,Sample,Pseudomonas in blood,http://purl.obolibrary.org/obo/EUPATH_0033306,Pseudomonas Aeruginosa blood culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032353,"Pseudomonas aeruginosa, by bacteriology",3,_paer_iscxg,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas aeruginosa induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032354,"Pseudomonas aeruginosa, by culture",4,_paer_iscx,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas Aeruginosa induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032355,"Pseudomonas fluorescens, by bacteriology",5,_pflu_iscxg,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas fluorescens induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032356,"Pseudomonas fluorescens, by culture",6,_pflu_iscx,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas Fluorescens induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032357,"Pseudomonas species, by bacteriology",1,_pseu_iscxg,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas species induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032358,"Pseudomonas species, by culture",2,_pseu_iscx,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas Species induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032359,"Pseudomonas stutzeri, by bacteriology",7,_pstu_iscxg,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas stutzeri induced sputum culture gram strain confirmed,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032360,"Pseudomonas stutzeri, by culture",8,_pstu_iscx,_lab_rev_de,,Sample,Pseudomonas in induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032166,Pseudomonas Stutzeri induced sputum culture positive,0 = No 1 = Yes,value
http://purl.obolibrary.org/obo/EUPATH_0032209,"Haemophilus influenzae serotype, by culture",,_lre5seri_fin,_lab_rev_de,,Sample,Raw bacteria data for blood,http://purl.obolibrary.org/obo/EUPATH_0021001,BCx HINF final ST,,variable
http://purl.obolibrary.org/obo/EUPATH_0032252,"Streptococcus pneumoniae lytA (copies/mL), by PCR result",,lyta_sqty,_lab_rev_de,,Sample,Raw bacteria data for blood,http://purl.obolibrary.org/obo/EUPATH_0021001,Whole blood lytA calculated copies/ml,,variable
http://purl.obolibrary.org/obo/EUPATH_0032253,"Streptococcus pneumoniae lytA Ct value, by PCR result",,lyta_ct,_lab_rev_de,,Sample,Raw bacteria data for blood,http://purl.obolibrary.org/obo/EUPATH_0021001,Whole blood lytA ct,,variable
http://purl.obolibrary.org/obo/EUPATH_0032247,"Streptococcus pneumoniae serotype, by culture result",,_lre1serp_fin,_lab_rev_de,,Sample,Raw bacteria data for blood,http://purl.obolibrary.org/obo/EUPATH_0021001,BCx ST 1 final,,variable
http://purl.obolibrary.org/obo/EUPATH_0032485,"Acinetobacter baumannii, by culture result",,_abau_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Acinetobacter Baumannii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032486,"Acinetobacter calcoaceticus, by culture result",,_acal_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Acinetobacter Calcoaceticus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032487,"Acinetobacter species, by culture result",,_acin_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Acinetobacter Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032488,"Aeromonas hydrophila, by culture result",,_aehy_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Aeromonas Hydrophila induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032489,"Agregattibacter aphrophilus (Haemophilus aphrophilus), by culture result",,_agga_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Agregattibacter (Haemophilus) Aphrophilus induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032490,"Alpha-hemolytic Streptococcus (viridans), by culture result",,_ahst_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,"Streptococcus, Alpha-Haemolytic (Viridans) induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032491,"Beta-hemolytic Streptococcus, by culture result",,_bhst_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Streptococcus Beta-Haemolytic induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032492,"Bordetella pertussis (copies/mL), by FTD Resp-33 result",,bope_sqty_ispcr,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Bordatella IS PCR standardized quantity (copies/ml),,variable
http://purl.obolibrary.org/obo/EUPATH_0032493,"Bordetella pertussis Ct value, by FTD Resp-33 result",,bope_ct_ispcr,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Bordatella IS PCR Ct value,,variable
http://purl.obolibrary.org/obo/EUPATH_0032494,"Burkholderia cepacia, by culture result",,_bcpe_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Burkholderia Cepacia induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032495,"Chlamydophila pneumoniae (copies/mL), by FTD Resp-33 result",,c_pneu_sqty_ispcr,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,C.pneu IS PCR standardized quantity (copies/ml),,variable
http://purl.obolibrary.org/obo/EUPATH_0032496,"Chlamydophila pneumoniae Ct value, by FTD Resp-33 result",,c_pneu_ct_ispcr,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,C.pneu IS PCR Ct value,,variable
http://purl.obolibrary.org/obo/EUPATH_0032497,"Citrobacter braakii, by culture result",,_cbra_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Citrobacter Braakii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032498,"Citrobacter freundii, by culture result",,_citr_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Citrobacter Freundii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032499,"Coagulase-negative Staphylococcus, by culture result",,_stcn_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Staphylococcus Coagulase Negative induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032500,"Coliform bacilli, by culture result",,_coli_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Coliform Bacilli induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032501,"Commensal diphtheroid bacilli, by culture result",,_diph_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,"Diphtheroid, Commensal induced sputum culture quantity",0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032502,"Corynebacterium species, by culture result",,_cory_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Corynebacterium Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032503,"Cronobacter sakazakii (Enterobacter sakazakii), by culture result",,_esak_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Enterobacter Sakazakii induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032504,"Enterobacter asburiae, by culture result",,_easb_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Enterobacter Asburiae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032505,"Enterobacter cloacae, by culture result",,_eclo_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Enterobacter Cloacae induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032506,"Enterobacter species, by culture result",,_espe_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Enterobacter Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032507,"Enterococcus species, by culture result",,_entc_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Enterococcus Species induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032508,"Escherichia coli, by culture result",,_ecol_iscxq,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Escherichia Coli induced sputum culture quantity,0 = Negative; 1 = 1+; 2 = 2+; 3 = 3+; 4 = Scanty,variable
http://purl.obolibrary.org/obo/EUPATH_0032509,Gram-negative cocci result,,lrsgnc,_lab_rev_de,,Sample,Raw bacteria data for induced sputum,http://purl.obolibrary.org/obo/EUPATH_0032006,Gram-negative cocci,"0 - Not seen, 1 - 1+, 2 - 2+, 3 - 3+, 4 - Scanty",variable
